processed-text,ensemble_sentiment_label
let patience perfect work ye may perfect entire wanting nothing,positive
lack wisdom let ask god giveth men liberally upbraideth shall given,positive
let ask faith nothing wavering wavereth like wave sea driven wind tossed,negative
let man think shall receive thing lord,neutral
double minded man unstable way,negative
let brother low degree rejoice exalted,positive
rich made low flower grass shall pas away,negative
sun sooner risen burning heat withereth grass flower thereof falleth grace fashion perisheth also shall rich man fade away way,positive
blessed man endureth temptation tried shall receive crown life lord hath promised love,positive
let man say tempted tempted god god tempted evil neither tempteth man,negative
every man tempted drawn away lust enticed,positive
lust hath conceived bringeth forth sin sin finished bringeth forth death,negative
err beloved brother,positive
every good gift every perfect gift cometh father light variableness neither shadow turning,positive
begat u word truth kind firstfruits creature,positive
wherefore beloved brother let every man swift hear slow speak slow wrath,negative
wrath man worketh righteousness god,negative
wherefore lay apart filthiness superfluity naughtiness receive meekness engrafted word able save soul,negative
ye doer word hearer deceiving self,negative
hearer word doer like unto man beholding natural face glass,positive
beholdeth goeth way straightway forgetteth manner man,neutral
whoso looketh perfect law liberty continueth therein forgetful hearer doer work man shall blessed deed,positive
man among seem religious bridleth tongue deceiveth heart man religion vain,positive
pure religion undefiled god father visit fatherless widow affliction keep unspotted world,negative
brother faith lord jesus christ lord glory respect person,positive
come unto assembly man gold ring goodly apparel come also poor man vile raiment,negative
ye respect weareth gay clothing say unto sit thou good place say poor stand thou sit footstool,positive
ye partial become judge evil thought,negative
hearken beloved brother hath god chosen poor world rich faith heir kingdom hath promised love,positive
ye despised poor rich men oppress draw judgment seat,negative
blaspheme worthy name ye called,positive
ye fulfil royal law according scripture thou shalt love thy neighbour thyself ye well,positive
ye respect person ye commit sin convinced law transgressor,positive
whosoever shall keep whole law yet offend one point guilty,negative
said commit adultery said also kill thou commit adultery yet thou kill thou art become transgressor law,negative
speak ye shall judged law liberty,positive
shall judgment without mercy hath shewed mercy mercy rejoiceth judgment,positive
doth profit brother though man say hath faith work faith save,positive
brother sister naked destitute daily food,negative
one say unto depart peace ye warmed filled notwithstanding ye give thing needful body doth profit,positive
even faith hath work dead alone,negative
yea man may say thou hast faith work shew thy faith without thy work shew thee faith work,neutral
thou believest one god thou doest well devil also believe tremble,negative
wilt thou know vain man faith without work dead,positive
abraham father justified work offered isaac son upon altar,positive
seest thou faith wrought work work faith made perfect,positive
scripture fulfilled saith abraham believed god imputed unto righteousness called friend god,positive
ye see work man justified faith,positive
likewise also rahab harlot justified work received messenger sent another way,positive
body without spirit dead faith without work dead also,positive
brother many master knowing shall receive greater condemnation,positive
many thing offend man offend word perfect man able also bridle whole body,negative
behold put bit horse mouth may obey u turn whole body,neutral
behold also ship though great driven fierce wind yet turned small helm whithersoever governor listeth,positive
even tongue little member boasteth great thing behold great matter little fire kindleth,positive
tongue fire world iniquity tongue among member defileth whole body setteth fire course nature set fire hell,negative
every kind beast bird serpent thing sea tamed hath tamed mankind,positive
tongue man tame unruly evil full deadly poison,negative
therewith bless god even father therewith curse men made similitude god,positive
mouth proceedeth blessing cursing brother thing ought,positive
doth fountain send forth place sweet water bitter,positive
fig tree brother bear olive berry either vine fig fountain yield salt water fresh,positive
wise man endued knowledge among let shew good conversation work meekness wisdom,positive
ye bitter envying strife heart glory lie truth,positive
wisdom descendeth earthly sensual devilish,positive
envying strife confusion every evil work,negative
wisdom first pure peaceable gentle easy intreated full mercy good fruit without partiality without hypocrisy,positive
fruit righteousness sown peace make peace,positive
whence come war fighting among come hence even lust war member,negative
ye lust ye kill desire obtain ye fight war yet ye ye ask,negative
ye ask receive ye ask amiss ye may consume upon lust,neutral
ye adulterer adulteress know ye friendship world enmity god whosoever therefore friend world enemy god,positive
ye think scripture saith vain spirit dwelleth u lusteth envy,negative
giveth grace wherefore saith god resisteth proud giveth grace unto humble,positive
submit therefore god resist devil flee,negative
draw nigh god draw nigh cleanse hand ye sinner purify heart ye double minded,positive
afflicted mourn weep let laughter turned mourning joy heaviness,negative
humble sight lord shall lift,positive
speak evil one another brother speaketh evil brother judgeth brother speaketh evil law judgeth law thou judge law thou art doer law judge,negative
one lawgiver able save destroy art thou judgest another,negative
go ye say day morrow go city continue year buy sell get gain,positive
whereas ye know shall morrow life even vapour appeareth little time vanisheth away,neutral
ye ought say lord shall live,neutral
ye rejoice boasting rejoicing evil,positive
therefore knoweth good doeth sin,negative
go ye rich men weep howl misery shall come upon,negative
rich corrupted garment motheaten,negative
gold silver cankered rust shall witness shall eat flesh fire ye heaped treasure together last day,negative
behold hire labourer reaped field kept back fraud crieth cry reaped entered ear lord sabaoth,negative
ye lived pleasure earth wanton ye nourished heart day slaughter,positive
ye condemned killed doth resist,negative
patient therefore brother unto coming lord behold husbandman waiteth precious fruit earth hath long patience receive early latter rain,positive
ye also patient stablish heart coming lord draweth nigh,positive
grudge one another brother lest ye condemned behold judge standeth door,negative
take brother prophet spoken name lord example suffering affliction patience,negative
behold count happy endure ye heard patience job seen end lord lord pitiful tender mercy,positive
thing brother swear neither heaven neither earth neither oath let yea yea nay nay lest ye fall condemnation,negative
among afflicted let pray merry let sing psalm,positive
sick among let call elder church let pray anointing oil name lord,negative
prayer faith shall save sick lord shall raise committed sin shall forgiven,positive
confess fault one another pray one another ye may healed effectual fervent prayer righteous man availeth much,positive
elia man subject like passion prayed earnestly might rain rained earth space three year six month,positive
prayed heaven gave rain earth brought forth fruit,positive
brother err truth one convert,positive
let know converteth sinner error way shall save soul death shall hide multitude sin,negative
peter apostle jesus christ stranger scattered throughout pontus galatia cappadocia asia bithynia,negative
elect according foreknowledge god father sanctification spirit unto obedience sprinkling blood jesus christ grace unto peace multiplied,positive
blessed god father lord jesus christ according abundant mercy hath begotten u unto lively hope resurrection jesus christ dead,positive
inheritance incorruptible undefiled fadeth away reserved heaven,positive
kept power god faith unto salvation ready revealed last time,positive
wherein ye greatly rejoice though season need ye heaviness manifold temptation,positive
trial faith much precious gold perisheth though tried fire might found unto praise honour glory appearing jesus christ,positive
seen ye love though ye see yet believing ye rejoice joy unspeakable full glory,positive
receiving end faith even salvation soul,positive
salvation prophet enquired searched diligently prophesied grace come unto,positive
searching manner time spirit christ signify testified beforehand suffering christ glory follow,positive
unto revealed unto unto u minister thing reported unto preached gospel unto holy ghost sent heaven thing angel desire look,positive
wherefore gird loin mind sober hope end grace brought unto revelation jesus christ,positive
obedient child fashioning according former lust ignorance,negative
hath called holy ye holy manner conversation,positive
written ye holy holy,neutral
ye call father without respect person judgeth according every man work pas time sojourning fear,negative
forasmuch ye know ye redeemed corruptible thing silver gold vain conversation received tradition father,positive
precious blood christ lamb without blemish without spot,positive
verily foreordained foundation world manifest last time,positive
believe god raised dead gave glory faith hope might god,positive
seeing ye purified soul obeying truth spirit unto unfeigned love brother see ye love one another pure heart fervently,positive
born corruptible seed incorruptible word god liveth abideth ever,positive
flesh grass glory man flower grass grass withereth flower thereof falleth away,positive
word lord endureth ever word gospel preached unto,neutral
wherefore laying aside malice guile hypocrisy envy evil speaking,negative
newborn babe desire sincere milk word ye may grow thereby,positive
ye tasted lord gracious,positive
coming unto living stone disallowed indeed men chosen god precious,positive
ye also lively stone built spiritual house holy priesthood offer spiritual sacrifice acceptable god jesus christ,positive
wherefore also contained scripture behold lay sion chief corner stone elect precious believeth shall confounded,positive
unto therefore believe precious unto disobedient stone builder disallowed made head corner,positive
stone stumbling rock offence even stumble word disobedient whereunto also appointed,negative
ye chosen generation royal priesthood holy nation peculiar people ye shew forth praise hath called darkness marvellous light,positive
time past people people god obtained mercy obtained mercy,positive
dearly beloved beseech stranger pilgrim abstain fleshly lust war soul,positive
conversation honest among gentile whereas speak evildoer may good work shall behold glorify god day visitation,positive
submit every ordinance man lord sake whether king supreme,positive
unto governor unto sent punishment evildoer praise well,negative
god well ye may put silence ignorance foolish men,positive
free using liberty cloke maliciousness servant god,negative
honour men love brotherhood fear god honour king,positive
servant subject master fear good gentle also froward,positive
thankworthy man conscience toward god endure grief suffering wrongfully,negative
glory ye buffeted fault ye shall take patiently ye well suffer ye take patiently acceptable god,positive
even hereunto ye called christ also suffered u leaving u example ye follow step,negative
sin neither guile found mouth,negative
reviled reviled suffered threatened committed judgeth righteously,negative
self bare sin body tree dead sin live unto righteousness whose stripe ye healed,negative
ye sheep going astray returned unto shepherd bishop soul,neutral
likewise ye wife subjection husband obey word also may without word conversation wife,neutral
behold chaste conversation coupled fear,negative
whose adorning let outward adorning plaiting hair wearing gold putting apparel,positive
let hidden man heart corruptible even ornament meek quiet spirit sight god great price,positive
manner old time holy woman also trusted god adorned subjection unto husband,positive
even sara obeyed abraham calling lord whose daughter ye long ye well afraid amazement,positive
likewise ye husband dwell according knowledge giving honour unto wife unto weaker vessel heir together grace life prayer hindered,positive
finally ye one mind compassion one another love brother pitiful courteous,positive
rendering evil evil railing railing contrariwise blessing knowing ye thereunto called ye inherit blessing,negative
love life see good day let refrain tongue evil lip speak guile,positive
let eschew evil good let seek peace ensue,positive
eye lord righteous ear open unto prayer face lord evil,negative
harm ye follower good,negative
ye suffer righteousness sake happy ye afraid terror neither troubled,negative
sanctify lord god heart ready always give answer every man asketh reason hope meekness fear,negative
good conscience whereas speak evil evildoer may ashamed falsely accuse good conversation christ,positive
better god ye suffer well evil,negative
christ also hath suffered sin unjust might bring u god put death flesh quickened spirit,negative
also went preached unto spirit prison,negative
sometime disobedient longsuffering god waited day noah ark preparing wherein eight soul saved water,negative
like figure whereunto even baptism doth also save u putting away filth flesh answer good conscience toward god resurrection jesus christ,positive
gone heaven right hand god angel authority power made subject unto,positive
forasmuch christ hath suffered u flesh arm likewise mind hath suffered flesh hath ceased sin,negative
longer live rest time flesh lust men god,neutral
time past life may suffice u wrought gentile walked lasciviousness lust excess wine revellings banqueting abominable idolatry,neutral
wherein think strange ye run excess riot speaking evil,negative
shall give account ready judge quick dead,negative
cause gospel preached also dead might judged according men flesh live according god spirit,negative
end thing hand ye therefore sober watch unto prayer,positive
thing fervent charity among charity shall cover multitude sin,positive
use hospitality one another without grudging,positive
every man hath received gift even minister one another good steward manifold grace god,positive
man speak let speak oracle god man minister let ability god giveth god thing may glorified jesus christ praise dominion ever ever amen,positive
beloved think strange concerning fiery trial try though strange thing happened unto,positive
rejoice inasmuch ye partaker christ suffering glory shall revealed ye may glad also exceeding joy,positive
ye reproached name christ happy ye spirit glory god resteth upon part evil spoken part glorified,positive
let none suffer murderer thief evildoer busybody men matter,negative
yet man suffer christian let ashamed let glorify god behalf,negative
time come judgment must begin house god first begin u shall end obey gospel god,positive
righteous scarcely saved shall ungodly sinner appear,positive
wherefore let suffer according god commit keeping soul well unto faithful creator,positive
elder among exhort also elder witness suffering christ also partaker glory shall revealed,positive
feed flock god among taking oversight thereof constraint willingly filthy lucre ready mind,negative
neither lord god heritage ensamples flock,negative
chief shepherd shall appear ye shall receive crown glory fadeth away,positive
likewise ye younger submit unto elder yea subject one another clothed humility god resisteth proud giveth grace humble,positive
humble therefore mighty hand god may exalt due time,positive
casting care upon careth,neutral
sober vigilant adversary devil roaring lion walketh seeking may devour,negative
resist stedfast faith knowing affliction accomplished brother world,negative
god grace hath called u unto eternal glory christ jesus ye suffered make perfect stablish strengthen settle,positive
glory dominion ever ever amen,positive
silvanus faithful brother unto suppose written briefly exhorting testifying true grace god wherein ye stand,positive
church babylon elected together saluteth doth marcus son,neutral
greet ye one another kiss charity peace christ jesus amen,positive
simon peter servant apostle jesus christ obtained like precious faith u righteousness god saviour jesus christ,positive
grace peace multiplied unto knowledge god jesus lord,positive
according divine power hath given unto u thing pertain unto life godliness knowledge hath called u glory virtue,positive
whereby given unto u exceeding great precious promise ye might partaker divine nature escaped corruption world lust,positive
beside giving diligence add faith virtue virtue knowledge,positive
knowledge temperance temperance patience patience godliness,positive
godliness brotherly kindness brotherly kindness charity,positive
thing abound make ye shall neither barren unfruitful knowledge lord jesus christ,positive
lacketh thing blind see afar hath forgotten purged old sin,negative
wherefore rather brother give diligence make calling election sure ye thing ye shall never fall,positive
entrance shall ministered unto abundantly everlasting kingdom lord saviour jesus christ,positive
wherefore negligent put always remembrance thing though ye know established present truth,positive
yea think meet long tabernacle stir putting remembrance,neutral
knowing shortly must put tabernacle even lord jesus christ hath shewed,positive
moreover endeavour ye may able decease thing always remembrance,neutral
followed cunningly devised fable made known unto power coming lord jesus christ eyewitness majesty,positive
received god father honour glory came voice excellent glory beloved son well pleased,positive
voice came heaven heard holy mount,positive
also sure word prophecy whereunto ye well ye take heed unto light shineth dark place day dawn day star arise heart,positive
knowing first prophecy scripture private interpretation,neutral
prophecy came old time man holy men god spake moved holy ghost,positive
false prophet also among people even shall false teacher among privily shall bring damnable heresy even denying lord bought bring upon swift destruction,negative
many shall follow pernicious way reason way truth shall evil spoken,negative
covetousness shall feigned word make merchandise whose judgment long time lingereth damnation slumbereth,negative
god spared angel sinned cast hell delivered chain darkness reserved unto judgment,negative
spared old world saved noah eighth person preacher righteousness bringing flood upon world ungodly,positive
turning city sodom gomorrha ash condemned overthrow making ensample unto live ungodly,negative
delivered lot vexed filthy conversation wicked,negative
righteous man dwelling among seeing hearing vexed righteous soul day day unlawful deed,positive
lord knoweth deliver godly temptation reserve unjust unto day judgment punished,negative
chiefly walk flesh lust uncleanness despise government presumptuous selfwilled afraid speak evil dignity,negative
whereas angel greater power might bring railing accusation lord,positive
natural brute beast made taken destroyed speak evil thing understand shall utterly perish corruption,negative
shall receive reward unrighteousness count pleasure riot day time spot blemish sporting deceivings feast,positive
eye full adultery cease sin beguiling unstable soul heart exercised covetous practice cursed child,negative
forsaken right way gone astray following way balaam son bosor loved wage unrighteousness,positive
rebuked iniquity dumb as speaking man voice forbad madness prophet,negative
well without water cloud carried tempest mist darkness reserved ever,neutral
speak great swelling word vanity allure lust flesh much wantonness clean escaped live error,negative
promise liberty servant corruption man overcome brought bondage,positive
escaped pollution world knowledge lord saviour jesus christ entangled therein overcome latter end worse beginning,negative
better known way righteousness known turn holy commandment delivered unto,positive
happened unto according true proverb dog turned vomit sow washed wallowing mire,positive
second epistle beloved write unto stir pure mind way remembrance,positive
ye may mindful word spoken holy prophet commandment u apostle lord saviour,neutral
knowing first shall come last day scoffer walking lust,neutral
saying promise coming since father fell asleep thing continue beginning creation,positive
willingly ignorant word god heaven old earth standing water water,positive
whereby world overflowed water perished,neutral
heaven earth word kept store reserved unto fire day judgment perdition ungodly men,negative
beloved ignorant one thing one day lord thousand year thousand year one day,negative
lord slack concerning promise men count slackness longsuffering willing perish come repentance,positive
day lord come thief night heaven shall pas away great noise element shall melt fervent heat earth also work therein shall burned,negative
seeing thing shall dissolved manner person ought ye holy conversation godliness,positive
looking hasting unto coming day god wherein heaven fire shall dissolved element shall melt fervent heat,positive
nevertheless according promise look new heaven new earth wherein dwelleth righteousness,positive
wherefore beloved seeing ye look thing diligent ye may found peace without spot blameless,positive
account longsuffering lord salvation even beloved brother paul also according wisdom given unto hath written unto,positive
also epistle speaking thing thing hard understood unlearned unstable wrest also scripture unto destruction,negative
ye therefore beloved seeing ye know thing beware lest ye also led away error wicked fall stedfastness,negative
grow grace knowledge lord saviour jesus christ glory ever amen,positive
beginning heard seen eye looked upon hand handled word life,positive
life manifested seen bear witness shew unto eternal life father manifested unto u,positive
seen heard declare unto ye also may fellowship u truly fellowship father son jesus christ,positive
thing write unto joy may full,positive
message heard declare unto god light darkness,negative
say fellowship walk darkness lie truth,positive
walk light light fellowship one another blood jesus christ son cleanseth u sin,negative
say sin deceive truth u,negative
confess sin faithful forgive u sin cleanse u unrighteousness,negative
say sinned make liar word u,negative
little child thing write unto ye sin man sin advocate father jesus christ righteous,negative
propitiation sin also sin whole world,negative
hereby know know keep commandment,neutral
saith know keepeth commandment liar truth,negative
whoso keepeth word verily love god perfected hereby know,positive
saith abideth ought also walk even walked,neutral
brother write new commandment unto old commandment ye beginning old commandment word ye heard beginning,positive
new commandment write unto thing true darkness past true light shineth,positive
saith light hateth brother darkness even,negative
loveth brother abideth light none occasion stumbling,neutral
hateth brother darkness walketh darkness knoweth whither goeth darkness hath blinded eye,negative
write unto little child sin forgiven name sake,negative
write unto father ye known beginning write unto young men ye overcome wicked one write unto little child ye known father,negative
written unto father ye known beginning written unto young men ye strong word god abideth ye overcome wicked one,positive
love world neither thing world man love world love father,positive
world lust flesh lust eye pride life father world,positive
world passeth away lust thereof doeth god abideth ever,neutral
little child last time ye heard antichrist shall come even many antichrist whereby know last time,negative
went u u u would doubt continued u went might made manifest u,positive
ye unction holy one ye know thing,positive
written unto ye know truth ye know lie truth,positive
liar denieth jesus christ antichrist denieth father son,negative
whosoever denieth son hath father acknowledgeth son hath father also,neutral
let therefore abide ye heard beginning ye heard beginning shall remain ye also shall continue son father,neutral
promise hath promised u even eternal life,positive
thing written unto concerning seduce,neutral
anointing ye received abideth ye need man teach anointing teacheth thing truth lie even hath taught ye shall abide,positive
little child abide shall appear may confidence ashamed coming,positive
ye know righteous ye know every one doeth righteousness born,positive
behold manner love father hath bestowed upon u called son god therefore world knoweth u knew,positive
beloved son god doth yet appear shall know shall appear shall like shall see,positive
every man hath hope purifieth even pure,positive
whosoever committeth sin transgresseth also law sin transgression law,negative
ye know manifested take away sin sin,negative
whosoever abideth sinneth whosoever sinneth hath seen neither known,neutral
little child let man deceive doeth righteousness righteous even righteous,positive
committeth sin devil devil sinneth beginning purpose son god manifested might destroy work devil,negative
whosoever born god doth commit sin seed remaineth sin born god,negative
child god manifest child devil whosoever doeth righteousness god neither loveth brother,negative
message ye heard beginning love one another,positive
cain wicked one slew brother wherefore slew work evil brother righteous,negative
marvel brother world hate,negative
know passed death unto life love brother loveth brother abideth death,negative
whosoever hateth brother murderer ye know murderer hath eternal life abiding,negative
hereby perceive love god laid life u ought lay life brother,positive
whoso hath world good seeth brother need shutteth bowel compassion dwelleth love god,positive
little child let u love word neither tongue deed truth,positive
hereby know truth shall assure heart,positive
heart condemn u god greater heart knoweth thing,positive
beloved heart condemn u confidence toward god,positive
whatsoever ask receive keep commandment thing pleasing sight,positive
commandment believe name son jesus christ love one another gave u commandment,positive
keepeth commandment dwelleth hereby know abideth u spirit hath given u,positive
beloved believe every spirit try spirit whether god many false prophet gone world,positive
hereby know ye spirit god every spirit confesseth jesus christ come flesh god,positive
every spirit confesseth jesus christ come flesh god spirit antichrist whereof ye heard come even already world,positive
ye god little child overcome greater world,positive
world therefore speak world world heareth,neutral
god knoweth god heareth u god heareth u hereby know spirit truth spirit error,positive
beloved let u love one another love god every one loveth born god knoweth god,positive
loveth knoweth god god love,positive
manifested love god toward u god sent begotten son world might live,neutral
herein love loved god loved u sent son propitiation sin,positive
beloved god loved u ought also love one another,positive
man hath seen god time love one another god dwelleth u love perfected u,positive
hereby know dwell u hath given u spirit,positive
seen testify father sent son saviour world,neutral
whosoever shall confess jesus son god god dwelleth god,negative
known believed love god hath u god love dwelleth love dwelleth god god,positive
herein love made perfect may boldness day judgment world,positive
fear love perfect love casteth fear fear hath torment feareth made perfect love,positive
love first loved u,positive
man say love god hateth brother liar loveth brother hath seen love god hath seen,positive
commandment loveth god love brother also,positive
whosoever believeth jesus christ born god every one loveth begat loveth also begotten,neutral
know love child god love god keep commandment,positive
love god keep commandment commandment grievous,positive
whatsoever born god overcometh world victory overcometh world even faith,positive
overcometh world believeth jesus son god,neutral
came water blood even jesus christ water water blood spirit beareth witness spirit truth,positive
three bear record heaven father word holy ghost three one,positive
three bear witness earth spirit water blood three agree one,positive
receive witness men witness god greater witness god hath testified son,positive
believeth son god hath witness believeth god hath made liar believeth record god gave son,negative
record god hath given u eternal life life son,positive
hath son hath life hath son god hath life,neutral
thing written unto believe name son god ye may know ye eternal life ye may believe name son god,positive
confidence ask thing according heareth u,positive
know hear u whatsoever ask know petition desired,positive
man see brother sin sin unto death shall ask shall give life sin unto death sin unto death say shall pray,negative
unrighteousness sin sin unto death,negative
know whosoever born god sinneth begotten god keepeth wicked one toucheth,negative
know god whole world lieth wickedness,negative
know son god come hath given u understanding may know true true even son jesus christ true god eternal life,positive
little child keep idol amen,positive
elder unto elect lady child love truth also known truth,positive
truth sake dwelleth u shall u ever,positive
grace mercy peace god father lord jesus christ son father truth love,positive
rejoiced greatly found thy child walking truth received commandment father,positive
beseech thee lady though wrote new commandment unto thee beginning love one another,positive
love walk commandment commandment ye heard beginning ye walk,positive
many deceiver entered world confess jesus christ come flesh deceiver antichrist,neutral
look lose thing wrought receive full reward,positive
whosoever transgresseth abideth doctrine christ hath god abideth doctrine christ hath father son,neutral
come unto bring doctrine receive house neither bid god speed,neutral
biddeth god speed partaker evil deed,negative
many thing write unto would write paper ink trust come unto speak face face joy may full,positive
child thy elect sister greet thee amen,positive
elder unto wellbeloved gaius love truth,positive
beloved wish thing thou mayest prosper health even thy soul prospereth,positive
rejoiced greatly brother came testified truth thee even thou walkest truth,positive
greater joy hear child walk truth,positive
beloved thou doest faithfully whatsoever thou doest brother stranger,positive
borne witness thy charity church thou bring forward journey godly sort thou shalt well,positive
name sake went forth taking nothing gentile,negative
therefore ought receive might fellowhelpers truth,neutral
wrote unto church diotrephes loveth preeminence among receiveth u,positive
wherefore come remember deed doeth prating u malicious word content therewith neither doth receive brother forbiddeth would casteth church,neutral
beloved follow evil good doeth good god doeth evil hath seen god,positive
demetrius hath good report men truth yea also bear record ye know record true,positive
many thing write ink pen write unto thee,neutral
trust shall shortly see thee shall speak face face peace thee friend salute thee greet friend name,positive
,neutral
jude servant jesus christ brother james sanctified god father preserved jesus christ called,positive
mercy unto peace love multiplied,positive
beloved gave diligence write unto common salvation needful write unto exhort ye earnestly contend faith delivered unto saint,positive
certain men crept unawares old ordained condemnation ungodly men turning grace god lasciviousness denying lord god lord jesus christ,negative
therefore put remembrance though ye knew lord saved people land egypt afterward destroyed believed,negative
angel kept first estate left habitation hath reserved everlasting chain darkness unto judgment great day,positive
even sodom gomorrha city like manner giving fornication going strange flesh set forth example suffering vengeance eternal fire,negative
likewise also filthy dreamer defile flesh despise dominion speak evil dignity,negative
yet michael archangel contending devil disputed body moses durst bring railing accusation said lord rebuke thee,negative
speak evil thing know know naturally brute beast thing corrupt,negative
woe unto gone way cain ran greedily error balaam reward perished gainsaying core,negative
spot feast charity feast feeding without fear cloud without water carried wind tree whose fruit withereth without fruit twice dead plucked root,positive
raging wave sea foaming shame wandering star reserved blackness darkness ever,negative
enoch also seventh adam prophesied saying behold lord cometh ten thousand saint,positive
execute judgment upon convince ungodly among ungodly deed ungodly committed hard speech ungodly sinner spoken,negative
murmurer complainer walking lust mouth speaketh great swelling word men person admiration advantage,positive
beloved remember ye word spoken apostle lord jesus christ,positive
told mocker last time walk ungodly lust,negative
separate sensual spirit,positive
ye beloved building holy faith praying holy ghost,positive
keep love god looking mercy lord jesus christ unto eternal life,positive
compassion making difference,positive
others save fear pulling fire hating even garment spotted flesh,negative
unto able keep falling present faultless presence glory exceeding joy,positive
wise god saviour glory majesty dominion power ever amen,positive
revelation jesus christ god gave unto shew unto servant thing must shortly come pas sent signified angel unto servant john,positive
bare record word god testimony jesus christ thing saw,positive
blessed readeth hear word prophecy keep thing written therein time hand,positive
john seven church asia grace unto peace come seven spirit throne,positive
jesus christ faithful witness first begotten dead prince king earth unto loved u washed u sin blood,negative
hath made u king priest unto god father glory dominion ever ever amen,positive
behold cometh cloud every eye shall see also pierced kindred earth shall wail even amen,positive
alpha omega beginning ending saith lord come almighty,neutral
john also brother companion tribulation kingdom patience jesus christ isle called patmos word god testimony jesus christ,positive
spirit lord day heard behind great voice trumpet,positive
saying alpha omega first last thou seest write book send unto seven church asia unto ephesus unto smyrna unto pergamos unto thyatira unto sardis unto philadelphia unto laodicea,positive
turned see voice spake turned saw seven golden candlestick,neutral
midst seven candlestick one like unto son man clothed garment foot girt pap golden girdle,positive
head hair white like wool white snow eye flame fire,positive
foot like unto fine brass burned furnace voice sound many water,positive
right hand seven star mouth went sharp twoedged sword countenance sun shineth strength,positive
saw fell foot dead laid right hand upon saying unto fear first last,negative
liveth dead behold alive evermore amen key hell death,negative
write thing thou hast seen thing thing shall hereafter,neutral
mystery seven star thou sawest right hand seven golden candlestick seven star angel seven church seven candlestick thou sawest seven church,positive
unto angel church ephesus write thing saith holdeth seven star right hand walketh midst seven golden candlestick,positive
know thy work thy labour thy patience thou canst bear evil thou hast tried say apostle hast found liar,negative
hast borne hast patience name sake hast laboured hast fainted,positive
nevertheless somewhat thee thou hast left thy first love,positive
remember therefore whence thou art fallen repent first work else come unto thee quickly remove thy candlestick place except thou repent,negative
thou hast thou hatest deed nicolaitanes also hate,negative
hath ear let hear spirit saith unto church overcometh give eat tree life midst paradise god,positive
unto angel church smyrna write thing saith first last dead alive,negative
know thy work tribulation poverty thou art rich know blasphemy say jew synagogue satan,negative
fear none thing thou shalt suffer behold devil shall cast prison ye may tried ye shall tribulation ten day thou faithful unto death give thee crown life,negative
hath ear let hear spirit saith unto church overcometh shall hurt second death,negative
angel church pergamos write thing saith hath sharp sword two edge,positive
know thy work thou dwellest even satan seat thou holdest fast name hast denied faith even day wherein antipas faithful martyr slain among satan dwelleth,negative
thing thee thou hast hold doctrine balaam taught balac cast stumblingblock child israel eat thing sacrificed unto idol commit fornication,negative
hast thou also hold doctrine nicolaitanes thing hate,negative
repent else come unto thee quickly fight sword mouth,negative
hath ear let hear spirit saith unto church overcometh give eat hidden manna give white stone stone new name written man knoweth saving receiveth,positive
unto angel church thyatira write thing saith son god hath eye like unto flame fire foot like fine brass,positive
know thy work charity service faith thy patience thy work last first,positive
notwithstanding thing thee thou sufferest woman jezebel calleth prophetess teach seduce servant commit fornication eat thing sacrificed unto idol,negative
gave space repent fornication repented,neutral
behold cast bed commit adultery great tribulation except repent deed,negative
kill child death church shall know searcheth rein heart give unto every one according work,negative
unto say unto rest thyatira many doctrine known depth satan speak put upon none burden,negative
ye already hold fast till come,neutral
overcometh keepeth work unto end give power nation,neutral
shall rule rod iron vessel potter shall broken shiver even received father,negative
give morning star,positive
hath ear let hear spirit saith unto church,positive
unto angel church sardis write thing saith hath seven spirit god seven star know thy work thou hast name thou livest art dead,positive
watchful strengthen thing remain ready die found thy work perfect god,positive
remember therefore thou hast received heard hold fast repent therefore thou shalt watch come thee thief thou shalt know hour come upon thee,negative
thou hast name even sardis defiled garment shall walk white worthy,positive
overcometh shall clothed white raiment blot name book life confess name father angel,positive
hath ear let hear spirit saith unto church,positive
angel church philadelphia write thing saith holy true hath key david openeth man shutteth shutteth man openeth,positive
know thy work behold set thee open door man shut thou hast little strength hast kept word hast denied name,negative
behold make synagogue satan say jew lie behold make come worship thy foot know loved thee,positive
thou hast kept word patience also keep thee hour temptation shall come upon world try dwell upon earth,positive
behold come quickly hold fast thou hast man take thy crown,neutral
overcometh make pillar temple god shall go write upon name god name city god new jerusalem cometh heaven god write upon new name,positive
hath ear let hear spirit saith unto church,positive
unto angel church laodiceans write thing saith amen faithful true witness beginning creation god,positive
know thy work thou art neither cold hot would thou wert cold hot,neutral
thou art lukewarm neither cold hot spue thee mouth,negative
thou sayest rich increased good need nothing knowest thou art wretched miserable poor blind naked,negative
counsel thee buy gold tried fire thou mayest rich white raiment thou mayest clothed shame thy nakedness appear anoint thine eye eyesalve thou mayest see,negative
many love rebuke chasten zealous therefore repent,positive
behold stand door knock man hear voice open door come sup,negative
overcometh grant sit throne even also overcame set father throne,positive
hath ear let hear spirit saith unto church,positive
looked behold door opened heaven first voice heard trumpet talking said come hither shew thee thing must hereafter,positive
immediately spirit behold throne set heaven one sat throne,positive
sat look upon like jasper sardine stone rainbow round throne sight like unto emerald,positive
round throne four twenty seat upon seat saw four twenty elder sitting clothed white raiment head crown gold,positive
throne proceeded lightning thunderings voice seven lamp fire burning throne seven spirit god,positive
throne sea glass like unto crystal midst throne round throne four beast full eye behind,positive
